review_text,label
I would love to review this; however I haven't received my first issue yet and am kinda disgusted that it has taken so long for it to come.,negative
"With a busy schedule, I really enjoy the articles because they are short but informative and interesting.  I also enjoy all of the recipes they offer.",positive
I like the magazine I looked at my daughters several times and decided to order it for myself.  Thanks for printing it,positive
"This is my FAVORITE magazine of all time. Great articles, recipes and the COUPONS rock...pays for itself with the first issue of savings.",positive
This magazine is worth every penney with the great money saving tips and large selection of coupons in it.  It is the best magazine a woman can purchase!,positive
"All You magazine is packed with savings deals and is totally worth the money.  It took a while to arrive, but I'm happy for the assortment of savings that I've found inside!",positive
I have yet to receive my first issue!  When does this come?  I hope I get it at all......,negative
This magazine is great as a single mother I am always looking for new ways to save money and this magazine is jam packed with coupons,positive
i truly love to garden- it has so many different ideas on how to landscape-info on plants-smart stuff tks violet,positive
I sit and read this magazine front to back. I have been getting this magazine for years and it is a great resource to have if you love to landscape and garden.,positive
I have only received one copy of the magazine. Was disappointed in the advertisements with little good content. Will see with later issues.,positive
how wonderful not to go out in ice and snow this winter for my daily newspaper.  i love my kindle!,positive
He says no torture for isis but then advocates for torture of republican reps women and children.  The very definition of fake news.  Amazon should delist,negative
Sucks  for libtards only,negative
I enjoy the Newsweek coverage on current events.,positive
"A compilation of opinions,  Very wordy with not so many facts.",positive
"Didn't really like the digital version, it was very short but not sweet.",negative
Sure misnamed with news in the title. What a pile of crap this rag is.,negative
Totally USA centred. No use for Europeans or anyone else of the billions outside the USA to read.,negative
"Biased News, used to like this mag but the turn to propaganda led me to cancel.",negative
In depth news on today's topics,positive
"hard to read on a kindle, does not autodownload new ones",positive
Avoid! only SOME SECTIONS of the magazine will be available in a Kindle. Not the whole magazine...,negative
"A waste of time to read this....the online version is sacchrine, and not worth the cost/time to buy it. Read it at the news stand; there is more in the printed vesion.",negative
I've read similar issue articles in other publications.  Very disappointed that writer's opinion is forefront and central to the articles throughout the magazine.,negative
"I'm a Newsweek fan however, the photography is blurry and detracts from the articles,  dumped this before they could send me another free one.",negative
The 14-day free trial seemed so easy until I realized that unsubscribing is a secret not told on the Kindle.  Am I doomed to receive this abreviated Newsweek forever?,negative
"I have never received a single issue and nobody has solved my problem in the 9 months I have had my ""subscription"" with them.  Just save your money and avoid it.",negative
This is my 11 year old son's favorite magazine.  HE reads it cover to cover when it arrives and keeps it for review.  Love the extras (posters) that come sometimes too.,positive
The App doesn't work.,negative
I am canceling my subscription because of how Anti Trump it is.,negative
Great Deal. Better than other offers I received.,positive
I love the Amazon price.,positive
"Excellent graphic design and well-written, concise stories.",positive
Have subscribed for a while. It's great,positive
Keeps me current on domestic and world issues.,positive
good publication- very informative and unbiased,positive
This is a great resource for information which is about as even-handed as any news magazine and it covers lots of stories the rest of the mainstream press hasn't found yet.,positive
excellent business and economics magazine with little political bias.  In depth articles and has helped me to understand investing well.,positive
i used to read and like businessweek before it became bloomberg busweek.articles are not well researched and lack in quality. i am cancelling my subscription.,negative
"Kindle format is really boring. No illustration, table, chart, picture. Reading experience is very different from printed version. I have discontinued after 2 issues.",negative
"We are going on six weeks and grandson still has not received a copy of this subscription. Can't give a review at this date, but thought we would be receiving his magazine soon.",negative
"Just developed an interest in yoga, and found this as a source.  Easy explanation of everything!",positive
this magazine I sent as gift and she liked it.,positive
not useful,negative
It seems like I'm missing the  January issue... i like yoga journal kindle version but want to receive what I paid for.,positive
I am not interested in receive this,negative
A lot of advertising pages fee real content ,positive
I love getting this every month! The tips and tricks have helped my practice.,positive
Didn't find it very informative.,negative
"More materialistic than anything, not an accurate portrayal of the average yogis world. Needs more substance and less ads",positive
Bought this for my daughter as she teaches yoga.  She loves the magazine.  Great ideas and helpful hints.,positive
"Getting a little tired of this magazine. Repeats of articles, and mostly ads..",positive
Love this magazine! Great tips and lots of gear showcased and great tips and exercises to practice.,positive
"I love this magazine and having it on line is so helpful, without waiting for the mail and having it anywhere. It's great.",positive
"Very happy to be receiving Yoga Journal again!  It's always an excellent inspiration for me to try new poses and get back on my mat.

Michele",positive
"Great value.  New practices, fantastic and well written articles that help me live my life mindfully. Learn more about your practice.",positive
Inspirational photos and articles. I want to get back into yoga and the instructional content is motivating. Plus the yoga fashions are great too.,positive
I like the pics and the information provided. I would recommend the magazine. I especially liked the different ways it could be viewed on my kindle fire.,positive
I like this magazine a lot. As a student of yoga this is interesting to learn of other schools of thought and practice.,positive
"Ordered it and paid for it in full, (two-year subscription) on January 6 as a gift for my wife. It is almost June and it's no deal from Deal Universe.",negative
My favorite periodical.  Beats the heck out of American versions.  Lots of content; little comparative advertising.  I look forward to it every time.  Worth the bucks.,positive
"Love this magazine. Great ideas and articles,and great recipes too!",positive
Excellent and informative content. I enjoyed reading all of the articles and I really love my Kindle version!,positive
It's not like a real magazine. Pages are black and even with few illustrations. They need to make it look like a real magazine like Google play does.,negative
I was not able to get this on Kindle for Windows 8. I'm disappointed. Can you make this available for Windows 8?,negative
Kindle format made it difficult to navigate and the articles were dry... it can be challenging to bring life to heavy scientific topics,negative
I read this magazine from cover to cover. I have subscribed to many; Quilters Newsletter Digest is my all time favorite.,positive
"WOW!!!!  You have a REAL WINNER HERE.  Perfect for the at home gourmet.  Wonderful, what took you so long.

GinGer - Hendersonville, North Carolina",positive
love the foodnetwork!,positive
Great price through Amazon!  Love Food Network magazine!,positive
I absolutely love this magazine! The price is great compared to the stand price!,positive
Too many damn recipes kind of boring,negative
love this magazine..always gives me good ideas,positive
love this magazine. great recipes,positive
"My subscription was automatically renewed, when I asked for a refund, I was given part back and now have a balance on my account.  I wanted all of it refunded.",negative
"There are so many delicious recipes and clever ideas! Lots of great tips, along with complex recipes and super easy recipes.",positive
I have only received one magazine since my order in September. Very disappointed!,negative
Typical magazine. To many ads and recipes from Food Network stars are scarce. Will not renew !!!!!!!!!!,negative
"I love this magazine, so many great ideas and recipes. Love it",positive
I do not care for this magazine.,negative
really too many adds and I wish that all recipes had health values listed,positive
I AM TRYING TO CANCEL MY TRIAL,negative
Love this magazine. It was a great price.,positive
"Love, love, love it!",positive
I love this magazine. It's always great to have good recipes of good food for the family.,positive
Love the magazine and couldn't beat the price!,positive
Just started a diet.  Would like to cancel this subscripton.,positive
Very informative.  Love it!,positive
Always full of fun and delicious recipes.,positive
My FAVORITE magazine. I love to read and learn more about cooking. This is a great publication for any level of cook.,positive
Love this magazine and the recipe and articles,positive
Happy to be getting this. Recipes are great!,positive
Is very awesome this magazine I love it,positive
I  loved all the fantastic recipes!,positive
Love this magazine. Great tips and recipes.,positive
did not order...do not want,negative
I love all the options to change my regular thanksgiving dinner!  It is laid out so it is very easy to read and the photographs of the food are beautiful,positive
I love this magazine; the recipes delicious and easy to follow.,positive
Not up to par,positive
"I got this magazine for years as a gift, and now have ordered it for myself - love it!",positive
Love this magazine. So many good recipes and timely info.,positive
I give this to my daughters and they really love it!!!,positive
"My favorite subscription!  I love the 50 variations of a recipe booklet.
I love opening my mailbox to find this magazine waiting for me!",positive
Great recipes and easy to follow instructions. Love this magazine.,positive
Love it.  One of my favorite magazines.,positive
I searched for the october issue and got the november. I need to cancel and there is no option,negative
"If you like to cook, this is the only magazine you will need.  It is packed full of recipes.",positive
I love it. You should get one!,positive
BEST MAGAZINE!,positive
I love the magazine  the person I bought the magazine for loves reading it.... just a great gift Idea....,positive
Love it and like the low calorie options.,positive
First of all' I love Food Network and I look forward to the show all the time..  So I love this magazine.,positive
"Love this magazine.  I have tried several recipes from Food Network Magazine.  It's a great magazine, great ideas and the food is so good.",positive
All four of my daughters ranging in age from 18 to 10 love perusing this magazine. I loved the price on Amazon!!,positive
"I love this magazine so much! It makes me happy to see it in my mailbox each month.
I will get it every year!",positive
Ordered this magazine for my daughter for Christmas. Always enjoyed this magazine when I would buy in  the store . Easy to order on line and have sent.,positive
"This was a gift for my husband.  He says it has more excellent recipes, good photography, and excellent design. He's VERY happy!",positive
not what I was hoping for at least this issue.  Too many ads and lifestyle articles.  It didn't have enough recipes,positive
What a fun magazine to receive every month!  I love the recipes that are included each month and reading about the TV personalities who prepared them.,positive
I renew every year. I injoy the food net work so it just makes good sense to injoy the magazine. Great receipes,positive
Awesome recipes with easy instructions and good pictures.  I can't wait to get this every month in my mailbox!!  Great addition to the food channel.,positive
I loved how thick the magazine was.  There are also lots of really useful articles.  This will help me cook a lot more dinners.,positive
"Excellent magazine
Starting using the recipes as soon as I got it.
Fun to read and try all the ideas of cooking!!!!",positive
Great magazine with both recipes and foodie articles. A lot of info packed into a magazine anyone who wants to learn more about cooking or simply likes to cook will love!,positive
"Love this magazine!  The recipes are awesome.
This price was the best deal I've paid compared to past subscription Thanks!",positive
When I read this magazine I am always putting tabs on various recipes I will try.  I love this magazine!,positive
"If you like Chopped and other food network shows you will love this...........not all are fattening and a lot of great ideas for healthier and tastier vegetables, fish, salads",positive
My husband does all the cooking and he loves this magazine. Thank you for this product. Wonderful magazine and great price.,positive
"THIS IS THE BEST FOOD MAGAZINE ON THE MARKET! I LOVE THE FPRMAT, THE RECIPES, AND THE CHEFS WHO SHARE... A TRUE FOODY BIBLE...",positive
Love all the tips and new things to fix. Enjoy learning how the stars cook and do things.  All the recipes will keep me busy :),negative
"This is one of the best food magazines we have seen.
We look forward to every issue and save them for valuable recipes
and cooking instructions.",positive
"My favorite magazine now digital. Couldn't be happier. I have it on my kindle fire and it is flawless. Looks great,  easy to read!",positive
"This is a wonderful magazine, I found it quite by accident, and was so glad to find it on Amazon at such a terrific price.",positive
"This magazine makes a great gift for friends and family.  They will be sure to love it.  If you are a perfectionist, I would recommend Cook's Illustrated magazine... it's awesome!",positive
"If you like watching Food Network, you'll love this mazagine!  Great recipes and tips from your favorite Food Network stars!",positive
"IF YOU ENJOY COOKING AND BAKING AS I DO, YOU WILL LOVE
THE FOOD NETWORK MAGAZINE, I AM SO ADDICTED THAT I
REVIEW IT ON TV ALSO.",positive
I love this magazine and so does everyone I purchase it for. The price is awesome and every magazine has a recipe I have tried and thought was excellent. I highly recommend!,positive
"This is a no brainer, if your wife loves to cook it's a nice compliment to her arsenal of cooking knowledge.",positive
awesome magazine!!!....i love magazines...this one is full of great info....and its cheaper than most of them too!!!!,positive
If you love the Food Network then you will love this magazine....lots of good stuff inside.,positive
I loved this magazine so much I had this subscription sent to my grand-daughter in SC.,positive
"Lots of flashy pictures, mostly ads, you have to wade through MANY pages of full-page ads before you find anything useful.  Very sorry I subscribed.",negative
I WAS DISSAPOINTED WITH THIS MAGAZINE. WISH I'D BOUGHT IT OFF THE NEWS STAND FIRST.,negative
"love, love, love this subscription!  usually, i tear out just a few recipes in cooking magazines.  not this one!  every page is full of great tips and recipes.",positive
Not working on the 6th generation Kindle Fire HD 8. Please fix.,negative
elitist bulls***,negative
And good luck finding out how to cancel or reverse charges. I wonder how many others have this charge lurking in their CC statements.,negative
"I don't see why it wouldn't be, since it is available for all the other Kindles.  I'm sorry, but an app doesn't cut it.  I want it in my newsstand, please.",negative
"What a waste..it did not reach my Kindle and I find no way to disput this issue.

Never again!",negative
It is very sad that The New Yorker is not available for European-based Kindle owners. Please make this available worldwide.,negative
I pay 35 a year for the print edition. Why does a version without printing or shipping cost more?,negative
In the current issue there is on Kindle no mention of the author of the cover review essay.  Vexing.  It is high time the ole TLS get its Kindle version up to snuff.,negative
"Autoweek magazine is an excellent source of the latest automotive news, and the low subscription cost makes it a great value!",positive
i have ordered a trial of this magazine almost two months ago and still have not received a single copy,positive
As a certified dog trainer I wouldn't be without a subscription to Dog and Cat Fancy.  Awesome information each month.,positive
too many ads and not much information. I get ceasers magazine and it is much better. I will not renew .,negative
"It accomplishes its mission to showcase great writers, one story at a time. Each writer is different, and One Story puts a spotlight on the best of the best.",positive
"I found this story disturbing, rather than entertaining.  I haven't read others in this magazine, so I don't know how it compares.",positive
My favorite cooking magazine!  I've had a subscription for years!,positive
Did Not receive any Info. Ii,negative
I have subscribed to this magazine for years. Now I ordered it on kindle.  Recipes are always exceptional.,positive
Great recipes that work ....,positive
Love this magazine! Nice to dream about having a nice log home. I simply must win the lottery!,positive
"I thought it would be just another fancy magazine, but it is really well written and very informative. Great magazine too help broaden your photographic spectrum.",positive
My 88 year old Mother loves this!!! One of my best gift purchases ever : ),positive
Reader's Digest has always been a marvelous magazine and it is wonderful that they publish to accommodate people such as myself with sight issues.,positive
"This is the best way to get any magazine; especially my favorite ""Reader Digest Large Print"".  This is a sure winner for ""mom-mom eyes)!",negative
I ordered a gift subscription of the large print Reader's Digest for a family member at Christmas time.  The magazine started arriving without delay and the recipient loves it.,positive
took a while to begin receiving at my dad's.  watch the end date - they automatically renew unless you tell them not to.,positive
F- is how I rate the Readers Digest review.  I never requested and one year renewal!  I am not going to pay for the one year auto renewal as I never authorized it!,negative
I have not received this magazine yet.  I ordered it June 17.  I can't believe it takes so long to start receiving it.,positive
The new editions were not updating. Iif I get an annual subsciptions I want every months edition to update. Nexus 7.,negative
"This is a cool magazine for people who climb, i dig it. Im looking forward to getting more issues of this",positive
"got this for a friend.  its awful.  AND really hard to cancel.  don't get this magazine.  covers look flashy, but mostly adverts and articles are lame.",negative
Why don't they just call it the NEW WORLD ORDER magazine.  I cant believe anything in this mag.  Makes me sick.,negative
I did not request or want to renew.  You just did it on your own.  I should not have to pay for it,negative
I only got 2 of the 6 magazine that I was supposed to get.  Unreliable!,negative
wish it was published monthly instead of bi-monthly plus it takes 3 months to get your first issue. Seems they could process your order quicker than that.,positive
Trying to collect a full set.  Love this magazine!,positive
Great book.  Will continue to get it!!!!!!!  The best satire magazine ever written.  Great service for a continued great time reading.,negative
It lives up to the reputation. Excellent magazine to share with friends at school. Great read for young adults. Can't wait for the next issue...,positive
Teenage son (and his father) love this magazine. They are always excited when a new issue arrives... they love it so much we renewed for a second year!,positive
We have received only 3 issues in the one year since I ordered the subscription. I filed a complaint with the FTC after contacting Mad multiple times and getting no response.,negative
My grandson loves mad magazine. He was very excited when he received this as a gift. He read it over and over.,positive
So happy reading this again. It brings me back to my childhood. Now I can pass it down to my kids.,positive
I ordered on 11/2/10 and just checked the status because I haven't received it yet.  It won't be delivered until 3/2/11. That is 4 months.  That is is ridiculous!,negative
Not going to renew.,negative
Lots of advertisements. Can't print recipes from kindle. Lack of detailed nutritional information.,positive
"It is not a newsmagazine,just not for me.",positive
I thought this would be more gluten free and/or paleo.  I cancelled this after the first reading.,negative
Small print and inflexible platform.,negative
Great magazine full of recipes and information on eating healthy. I would recommend this magazine for anyone who wants to change to a healthier lifestyle.,positive
I feel like I have been waiting years for this mag. I have been trying to eat healthy so I thought this would help still hasn't got here.,positive
"I just received my first edition of the magazine. I am verypleased with it. It is written in Spanish but that is  my
primary language. I look forward getting future editions.",positive
"I love philosophy and this was just plain boring, couldn't read it. the subjects while seemingly interesting at first just had no substance",negative
Very lucid insightful and well writen,positive
Love this magazine!  Has great ideas and is definitely a must for people who love Shabby Chic!  Would definitely recommend.,positive
Did not care for the stories and some of the paragraphs and punctuations were incorrect.  Just not my type of reading.,positive
"An interesting concept--all sorts of stories.  Some are fun to read and some are strange, but I rather like the idea.",positive
Transformation Magazine is nourishment for your soul. Connecting with kindred spirits and meditating on positive outcomes is a priority for me. Transformation bridges the gap.,positive
"I don't know how this got on my device, but it is.  I didn't order it (at least not intentionally).  I want my money back.  Kindle has been removed from my phone.",negative
No use getting this unless its a colour screen. I tried this on a Kindle and regretted it.,negative
Didn't get the time to read the journal. Amazon's fault. Very poor.,negative
vuyo loves people in his community and so as where he stays and people love him to where he stays he enjoys where he stay ane he loves playing soccer with his friends,positive
Not received.  Hard to review. :-(,negative
Educational and fun.  Awesome magazine.  So glad to have found it for my Kindle.  Now ill never miss another issue!,positive
didn't care for it,negative
Great magazine! Every time I read it I learn something new while enjoying the topics presented.  Will definitely renew my subscription.,positive
Apex is worth every cent. So much great fiction from well known authors. I wait patiently for each issue. You will not be disappointed!,positive
Apex gives one a glimpse into the exceptional abilities of minds on Sci Fi and Fantasy.,positive
Kind of disappointed there are ads in this mag now.,positive
"I love this magazine!  With the beautiful photography, and inspiring, positive articles, this is perfect for nature and animal lovers.",positive
I do a lot of watercolor paintings. Like using the different horses as models. It's a great magazine to read,positive
I don't remember this being full of advertising.,positive
Too many advertisememts,positive
Not the same as the real magazine. Very few pictures. Did not seem to have all the stories. Would not buy again.,positive
We have subscribed this magazine for 3yrs and enjoyed every one. Photography and articles make great reading for the whole family.,positive
Wonderful photograph,positive
If you're interested in birds and flowers this is the magazine for you.  It is excellent.,positive
Can not view magazine until July 1. I am disappointed in the fact I can not view magazine but the 30 day free trial expire before I can decide if I like it.,negative
"Have always loved this magazine...always learn something, and look forward to every issue.",positive
Love my birds...and this book is always filled with beautiful photos and information! Former subscriber who just  had to come back!,positive
"This is two of my favorite things combined in one. It has all kinds of tips, fun facts, & great photos!!!!!!!!",positive
Birds and Blooms has amazing pictures and interesting articles. I enjoy learning about how to attract birds and butterflies to my garden.,positive
The rest of the magazine leaves a lot to be desired.  Not too much interesting stuff.  It is poorly written and not interesting.,positive
I love this magazine subscription and the price was right!  The recipes are quick and yummy!,positive
Lots of easy recipes in every issue.,positive
Got my first issue and have made several recipes they have been very good.,positive
"Alot of adds, and recipes call for alot of food items not easily purchased by someone on a fixed income.",negative
I was disappointed with this magazine. It did not have many pages and the contents were not very interesting. No good recipes and mostly full of ads.,positive
Great articles and good memories,positive
"I have been a subscriber for several years. I'm totally disappointed in your issue, you are replacing content with advertising. I pay for the magazine not to view advertising.",negative
"Best magazines ever. Pass onto my sister, my step-mom, and then to a nursing home.
I read every story!",positive
I had not realized the format was uneditted write-ins.  I would have preferred articles by professionals.,negative
Don't like the changes since Reader's Digest bought them.  Too many ads - not enough articles.  Will not renew.,negative
I had imagined it differently. Just a lot of ads for hearing aids and stuff like that.,negative
Very nice magazine...,negative
Enjoying this for many years now.,positive
"This magazine is awesome, especially for us ""BABY  BOOMERS"". I read it cover to cover.",positive
I buy this every year for my mother and she absolutely LOVES it.  She keeps every issue so she can look back through them often.,positive
"Magazine not what I thought it would be, nor should be. Cannot be easily read  on the Fire. Better luck next time.",negative
Great read will definitely get a subscription,positive
The photos in this magazine are amazing and the stories great.  I was amazed by the quality and can't wait for the next issue.,positive
Channel guide has a tendency to arrive late.,positive
i haven't receieved it yet. -my account says it was shipped jan 9 it must be coming by dogsled!  m. carter,negative
This has a lot of beautiful patterns..Love this magazine. Well worth it !,positive
I love this publication because the patterns are stylish and up-to-date. I save every magazine and refer back to them when I'm looking for a new project.,positive
I absolutely love this magazine!!! It's so inspiring!!,positive
I have been looking at all offers of this magazine. It is only issued 6 times a year and this listing says 8 issues. The other listings cost about $18. Check out other offers.,negative
I love this magazine and I am happy to get it on my Kindle - saving paper,positive
"This magazine is not helpful as far as giving you picture taking articles as much as it is advertising new cameras and equipment.
It is just not what I was hoping for.",positive
great subscription. husband loves it.,positive
Good synopsis of the weekly news.,positive
Take me off of your list,negative
"This is definitely not news for kids, which is what comes up when you search for sth for your kid to read. If you want kids' newsy reading, look for Kiwi Kids News.",negative
I have been reading World Magazine for a while now. Glad to be able to get a digital version for my Kindle app on my Android device. Wonderful magazine that is well written.,positive
"Great recipes and I love the article on how to lower your blood pressure,and the whole magazine for healthy eating.",positive
My wife is the vegetarian in the family but I like the times so I can find things to cook for her,positive
Great magazine and love it on my kindle! The recipes are accessible no obscure ingredients and there are lots of other articles of interest for vegetarians.,positive
I only wish I had read this magazine before I bought the app.  The recipes are not what I had hoped and are too complicated for the average cook.,positive
Always did love these books. Now even better on kindle.,positive
I love everything about The Word Amoung Us.,positive
"It's a blessing, every day to have this daily meditation.",positive
It is a wonder4ful daily memitation on the Mass readings for the day.  A wonderful way to start your day!!,positive
I really enjoy this digital copy of the Word Among Us. I use it daily.,positive
I use it every morning. The meditations give me something to ponder as I walk to work. It is helping me evaluate how I am living my life and helping me make better decisions.,positive
"I have been looking for a daily meditation and daily prayers. This is exactly what I have been wanting and needing, so glad to have found it!",positive
I love this daily mass and meditations ..... Starts the day off  right  with the Lord !!,positive
"One of the best for keeping our daily ""spiritual life"" in the moment!!!",positive
I love being able to tap into my daily meditation where ever I am.,positive
Very unhappy.  Unable to transmit to my Kindle.  Your service agent's solution to the situation was to cancel the subscription and issue a refund.,positive
Daily readings and the devotional given provide me with a great way to start the day and bring forth a new sense of focus every day.,positive
The meditations in The Word Among Us have been part of my daily Catholic Christian walk since 1980. Very solid and uplifting.,positive
This is my daily inspiration.,positive
The best reading I do all day,positive
best for following Sunday Mass ever.,positive
I am greatly enriched by the reflections in the word among us catholic mass edition every time I use it my daily mass preparations.,positive
"Great day to day meditation. I strongly recommend it. Besides the daily meditation and gospel, they have great articles. Congratulations",positive
I find this publication difficult to navigate on kindle paperwork. Maybe its just me ..not sure. Have this on trial.,negative
It was just what I was looking for. Will use it every day.  Very inspiring.  Wonderful for Advent and beyond.,positive
Uts the best newpaper,positive
The daily Republi-con talking points begin with the drug report then are repeated by druggie Limbaugh. Save yourself the money.,negative
I think it is the best digital film magazine out there. The digital copy is really convenient and cheaply priced.,positive
I am still waiting for my first issue to arrive so at this time I can't review.  Was told it could take up to 12 weeks to start...apparently that's true.,negative
"Amazing Quality, Great content and good price.
National Geographic is really worth the try. Go ahead give it a go",positive
It uis just the best magazine ever. I find it to be the most pieasurd to read. with so many articles to read about.,positive
It doesnt seem like Kindle includes all the pictures. The quality of the writing seems to have declined over the years.,positive
I ordered this magazine on 10/7/06 (over three months ago) and haven;t received a single copy yet!!! STINKY SERVICE!!!,negative
I've been looking for a quality hand gun for concealed carry so this magazine has helped. I also like keeping updated on new products.,positive
"Gave as a gift, she loves it!! Customer support was awesome very helpful!!",positive
Completely uninteresting,negative
Good information about new books and authors.  I am definitely going to try and read a few books I learned about in the magazine.,positive
Wasn't what I expected.  I receive this publication for free at my local independent bookstore. I plan on unsubscribing as soon as I can.,positive
I think I read every article. Can't wait for next issue.,positive
Kindle didn't deliver it.,negative
The best general archaeology magazine I have read. I  highly recommend it!,positive
"I have never been able to use with Kindle....
AFTER MANY MANY attempts.
This has never been all access at all.",negative
And there was no help available to get to access it! VERY disappointed! You REALLY need to work on this!!,negative
Loved reading it in the nail parlor but the ads have changed. Not enough good deals. Used to have fabulous little inserts. Where are they? Disappointing clothes.,negative
"Not impressed with this magazine, it wants to be allure, but very thin and nothing to read about.  Boring, boring , and Boring!",negative
I've deleted and reloaded twice and still haven't finished the first issue  and I have to reload the magazine each time i reload the app,negative
"Great magazine. In magazines, print trumps digital",positive
Wired magazine is one of the very few magazines that I actually read from cover to cover. Every month I find myself indulging in its contents. Highly recommended,positive
"Wired is the best magazine ever, it covers all sorts of topics and does so with some balance and fairness.",positive
There isn't much more to say. Wired has created a wonderful reading experience. I am sure they will find more ways to amaze. I would highly recommend this publication to anyone.,positive
"As a tech geek I was looking forward to this magazine, but I was wrong, all This magazine is nothing but ads. I will not be renewing.",negative
I do not have a pad and wanted to read my Wired on line via my Mac.  Can't do it.,negative
Have not been able to access anything. It's very complicated to get it to work. Was really looking forward to reading Wired but no such luck.,negative
"I paid for a two year subscription, after two Issues they changed to a ""web only"" magazine and stopped sending me issues. So now i paid to subscribe to some blog, Worthless!",negative
"beautiful mag, great copy. everything I expect of vanity fair. I guess i get an online copy too, but for the price I was happy just to get a few physical magazines",positive
I was not allowed to download so i request to cancel the suscription and they didn't do it. I tried all the options they have to download but none of them worked.,negative
It encompasses everything I love from fashion to advice on love. I love it from page to page. Awesome read!,positive
I love the articles in this magazine.  They're very insightful and ahead of their time.  I've had a subscription now for years,positive
I was not able to open it up on my Kindle. The only articles that came through were the ad pages?,negative
I can't access the digital version at all which sucks because I am going on a flight soon and would love to be able to access it,negative
Not really worth it. There are other magazines with more information. Didn't have enough information to bother reading.  I don't really care about what celebrities are wearing.,negative
"I've yet to receive my hard copy, and the digital All Access copy doesn't include iphones so I cannot access it.",negative
Excellent accessibility. Vanity Fair is a wonderfully written magazine. It is great to be able to take this with me.,positive
"When I tried to get service from Vogue it
took them two days to say: ""sorry we can help""
DON'T DO IT.  I WASTED 20.00...",negative
"I bought this believe in that I could view it on my android cell phone Samsung S4, but found out that it only worked on android tablets.",positive
Basically no recipes...,negative
I'm Paleo and I love this magazine because it consistently gives me delicious recipes and fitness info. It's just a really all around great and beautiful magazine!,positive
"Love this magazine - the best GF magazine I have seen by far. Informative articles and product info, super recipes, beautiful photos, and easy to read layout.",negative
"I love twist magazine 'cause it has all the latest info on celebs, tv, fashion, and so much more.

P.S.did i mention thatI LOVE it??!oh yeah i did mention it!! LOL!!!!!",negative
Long lead time for the orders. After few weeks time I am still waiting to get the first issue...,negative
My 10 year old daughter loves this magazine!  There were no problems with the subscription.  Perfect tween/teen magazine!,positive
Love it!! Can't wait for the next issue!!,positive
"This magazine has wonderful, informative articles. I read it from cover to cover and can't wait for it to arrive.",positive
Favorite pet magazine that I get.  originally sread it at the dentist office and ordered it ever year since.  Fun and informative.,positive
I have orderd this but have not received any issues yet - how do you rate something they have not sent you?  It must be 6+ weeks since ordered,negative
This magazine is definitely not intended for working class folks. The designs and materials are quite extravagant. Makes me wonder who lives in these places.,positive
this has to be the worst magazine ever... total waste. full of ads. nothing else.,negative
Not a magazine ...it is one big advertisement.  I had high hopes for this publication.  Stick with Traditional home or one of those.  Big disappointment.,negative
"this is a front for advertizers selling pharmaceuticals.  Wow!!  Not a decent recipe, just ads for pills.",negative
When I pay for an HBO subscription I don't get tons of pointless ads so when I pay for a magazine subscription I expect the same.,negative
Subscriotion has yet to start after 8 weeks.,positive
There is nothing you can get in these magazines that you can't get for free on Allrecipes.com,positive
Took too long to arrive...full of ads,negative
Way too many ads,negative
"nice magazine, like the recipes",positive
This was not for me.,negative
"Love it, and you cannot beat the price.",positive
inexpensive ideas with lots of good ideas and recipes,positive
I like the variety of recipes offered in this magazine.  I've found keeper recipes in every issue so far.,positive
I've always liked this magazine,negative
"I love this website, and I love getting this magazine, my new favorite!!",positive
This is my favorite cooking magazine...Love it....well worth the cost and much more affordable than most!,positive
Tried a few recipes and they turned out great!,positive
I love it!!,positive
The last 2 months this magazine would not download.  So I paid for items I couldn't even open up,negative
"I'd rather search for recipes myself.  Also, as a visually-impaired person, I don't like reading magazines this way.  That's my opinion anyway.",positive
Love it! Its perfect and helpful for cooking for my little family!,positive
"Not sure yet as I have the 4G Kindle and the file is too large to download, needs wifi and can't do wifi without help. Can't access 'mayday' without wifi.",positive
Disappointed.  This magazine never had adds and now it does....,negative
One of my favorite magazines! Great reference.,positive
My sister-in-law loves to cook and absolutely loves this magazine!,positive
Send old issues to count as part of the new subscription.  Not right,negative
Several years ago I was also receiving this magazine.  It is 1/4 the size it used to be with not many recipes inside.,negative
I used to have a subscription several years ago.  Seems like there isn't as much content to the magazine now.  Not sure if I'd order again.,positive
"Love this magazine, down home cooking",positive
"I love this magazine, it is my all time favorite subscription.  There are so many recipes in Taste of Home that become a staple in my meal rotation.",positive
Only received 2 in a year!,negative
A gift for my Mom.  Great price!,positive
I used to get the print version of this magazine and loved every issue (I still have some hanging around).  I really like that I can get this on my kindle now.,positive
ive only gotten 2 issues so far,positive
We love the recipes in this series of books. They are easy to prepare and delicious!,positive
"Have only received two issues to date.  Use of non-familiar, unavailable in my area ingredients.",positive
"Actually, I'm not that into cooking, but a friend is and I purchased this for her.  She loves it.  Great gift idea for that chef in your family!",positive
Not impressed!,negative
Always loved the magazine.  Now when I shop I have the recipe on my phone and can look up the ingredients I need without taking time to make a list.  Wonderful!,positive
Love this magazine and it gas timely info,positive
"I have been subscribing to Taste of Home since the beginning, and I love it.  It is the first magazine I look at when it arrives.",positive
Use these recipes a lot. Love them all super easy and delicious. Has lots of ideas for freezing and easy prep,positive
Great magazine!! So worth the money you spend on the subscription! Best recipes ever and the family loves everything I fix out of Taste of Home,positive
